,train_loss,train_acc
0,0.23512905836105347,0.924088716506958
1,0.1062186136841774,0.9680420756340027
2,0.08458658307790756,0.975610077381134
3,0.07288499921560287,0.9807969331741333
4,0.06337953358888626,0.9832680821418762
5,0.056620147079229355,0.9866530895233154
6,0.05103388801217079,0.9878629446029663
7,0.046404752880334854,0.9890470504760742
8,0.04332156479358673,0.9894074201583862
9,0.04022643715143204,0.9906430244445801
10,0.03697289898991585,0.9912865161895752
11,0.03404385223984718,0.9927151799201965
12,0.03117574378848076,0.9928052425384521
13,0.02955798991024494,0.9935903549194336
14,0.027155006304383278,0.993706226348877
15,0.026710735633969307,0.9940794706344604
16,0.02547692507505417,0.9945299625396729
17,0.024369295686483383,0.9946200251579285
18,0.0247068852186203,0.9945170879364014
19,0.023657960817217827,0.9946200251579285
20,0.023713892325758934,0.9946328997612
21,0.02373911626636982,0.9945685267448425
22,0.02367875911295414,0.9943369030952454
23,0.023004310205578804,0.994787335395813
24,0.022695161402225494,0.9950962662696838
25,0.02332715131342411,0.9946328997612
26,0.022637419402599335,0.9948774576187134
27,0.022531801834702492,0.994787335395813
28,0.022350123152136803,0.9946715235710144
29,0.022178230807185173,0.9947487711906433
