,train_loss,train_acc
0,0.4931735098361969,0.8178462386131287
1,0.35877665877342224,0.8704169988632202
2,0.33673718571662903,0.8789091110229492
3,0.32642072439193726,0.8832846283912659
4,0.3206416964530945,0.8847578763961792
5,0.3162739872932434,0.8876289129257202
6,0.31273919343948364,0.8890718817710876
7,0.3103049099445343,0.8910359144210815
8,0.3077414631843567,0.8914166688919067
9,0.30458080768585205,0.8931484818458557
10,0.3025221824645996,0.8943788409233093
11,0.30035635828971863,0.8951734304428101
12,0.29884785413742065,0.8966009020805359
13,0.29655030369758606,0.8974048495292664
14,0.29434892535209656,0.8981345891952515
15,0.2925049066543579,0.8997241854667664
16,0.2911584675312042,0.899501621723175
17,0.2878328859806061,0.9008118510246277
18,0.28485703468322754,0.9021710753440857
19,0.28238776326179504,0.9031598567962646
20,0.28051847219467163,0.9039795994758606
21,0.2780683636665344,0.9041821956634521
22,0.2778332829475403,0.9047941565513611
23,0.27670225501060486,0.9049040675163269
24,0.2754386365413666,0.9055262207984924
25,0.2747005820274353,0.9059897065162659
26,0.27313101291656494,0.9059762358665466
27,0.27266421914100647,0.9061239957809448
28,0.2717570662498474,0.9059553146362305
29,0.2707282602787018,0.907098650932312
