,train_loss,train_acc
0,0.6232568621635437,0.7731971740722656
1,0.4778686463832855,0.8239426612854004
2,0.4286925494670868,0.8445403575897217
3,0.4026668965816498,0.8558213710784912
4,0.38526812195777893,0.8638531565666199
5,0.37212052941322327,0.869621753692627
6,0.3633580803871155,0.8730284571647644
7,0.357686311006546,0.8755323886871338
8,0.3527071177959442,0.8780124187469482
9,0.3489609658718109,0.8801971077919006
10,0.34406763315200806,0.8828105330467224
11,0.34046462178230286,0.884339451789856
12,0.3358073830604553,0.8860980272293091
13,0.3311218023300171,0.8889572024345398
14,0.3263593912124634,0.8915873169898987
15,0.32352086901664734,0.8929166197776794
16,0.3215083181858063,0.8940768241882324
17,0.3193908929824829,0.8955538272857666
18,0.3169802725315094,0.8962807655334473
19,0.31586673855781555,0.8962865471839905
20,0.3133485019207001,0.8976525068283081
21,0.31226176023483276,0.8975030779838562
22,0.31153950095176697,0.8985015749931335
23,0.31000447273254395,0.8996067047119141
24,0.30837351083755493,0.8999857306480408
25,0.30761340260505676,0.9002041816711426
26,0.30674663186073303,0.9005010724067688
27,0.3061390221118927,0.9012956619262695
28,0.3059873878955841,0.9021346569061279
29,0.3049289286136627,0.9009668827056885
